tax_period_end_date,tax_period_start_date,ein,return_type_code,year,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance,reference_link
2020-06-30,2019-07-01,43-0652667,990,2019,20349977,99459,,30554374,4344710,,,582978570,77053,15982633,12446593,34742738,,551848925,https://projects.propublica.org/nonprofits/download-xml?object_id=202110489349301036
2019-06-30,2018-07-01,43-0652667,990,2018,16413479,185697,,24833765,2669224,,,600831567,1082536,27646983,12720956,33861560,,582978570,https://projects.propublica.org/nonprofits/download-xml?object_id=202020459349300222
2018-06-30,2017-07-01,43-0652667,990,2017,16142238,186000,,31893159,3491489,,,578531353,3060915,65820930,18607343,27974288,,600831567,https://projects.propublica.org/nonprofits/download-xml?object_id=201920579349300612
2017-06-30,2016-07-01,43-0652667,990,2016,9004067,236251,,25503148,,,,547834633,6735722,69807162,18538184,27307980,,578531353,https://projects.propublica.org/nonprofits/download-xml?object_id=201820689349300622
2016-06-30,2015-07-01,43-0652667,990,2015,12179983,-21382,,17492020,,,,543343659,1216502,47586016,18205960,26105584,,547834633,https://projects.propublica.org/nonprofits/download-xml?object_id=201710979349300906
2015-06-30,2014-07-01,43-0652667,990,2014,6058248,109977,,35585077,,,,563667387,10695188,12044690,9778554,33285052,,543343659,https://projects.propublica.org/nonprofits/download-xml?object_id=201640919349300214
2014-06-30,2013-07-01,43-0652667,990,2013,8713887,226709,0,24976017,0,0,,507871510,10957847,86228777,15106139,26284608,,563667387,https://projects.propublica.org/nonprofits/download-xml?object_id=201511209349301156
,,43-0652667,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201431359349301973
2024-06-30,2023-07-01,93-6022772,990,2023,13437352,213906,4133,8039793,100301,,44760,816597512,34415028,79303578,10537725,21677639,0,898100754,https://projects.propublica.org/nonprofits/download-xml?object_id=202540569349301224
2023-06-30,2022-07-01,93-6022772,990,2022,9458707,-320927,4809,24580719,84808,0,0,761493783,19807700,65310900,10422024,19592847,0,816597512,https://projects.propublica.org/nonprofits/download-xml?object_id=202420799349301012
2022-06-30,2021-07-01,93-6022772,990,2021,6047796,-159676,8044,57185699,,,0,817382079,30932443,-59594419,4706164,22520156,0,761493783,https://projects.propublica.org/nonprofits/download-xml?object_id=202300609349301145
2021-06-30,2020-07-01,93-6022772,990,2020,5166637,-47158,8448,56192365,89565,,0,664084928,21112092,205581211,5782884,67613268,0,817382079,https://projects.propublica.org/nonprofits/download-xml?object_id=202240959349300329
2020-06-30,2019-07-01,93-6022772,990,2019,6434820,591124,18595,13660969,3144301,,0,654351474,31450555,20287582,8684477,33320206,0,664084928,https://projects.propublica.org/nonprofits/download-xml?object_id=202100439349302280
2019-06-30,2018-07-01,93-6022772,990,2018,10168853,318928,17762,21010750,3034870,,0,629581414,34891553,35713701,7036694,38798500,0,654351474,https://projects.propublica.org/nonprofits/download-xml?object_id=202000529349300510
2018-06-30,2017-07-01,93-6022772,990,2017,11711780,770033,18108,25218646,3897987,,0,572737217,44448937,56181971,13934838,29851873,0,629581414,https://projects.propublica.org/nonprofits/download-xml?object_id=201930179349300623
2017-06-30,2016-07-01,93-6022772,990,2016,11818862,626071,14801,36715019,2783429,,0,514525465,20340233,69255302,7467015,23916768,0,572737217,https://projects.propublica.org/nonprofits/download-xml?object_id=201810189349300136
2016-06-30,2015-07-01,93-6022772,990,2015,13086034,285629,0,4372918,1749464,0,0,534807425,18500988,-8663234,6382129,23737585,0,514525465,https://projects.propublica.org/nonprofits/download-xml?object_id=201710409349301411
2015-06-30,2014-07-01,93-6022772,990,2014,14373990,242815,0,1005858,1880550,,0,541620664,24092465,-3111737,5374843,22419124,0,534807425,https://projects.propublica.org/nonprofits/download-xml?object_id=201630299349300208
2014-06-30,2013-07-01,93-6022772,990,2013,14287373,364460,0,13041397,1487557,,0,477225244,22094251,66259148,5465484,18492495,0,541620664,https://projects.propublica.org/nonprofits/download-xml?object_id=201510089349300501
,,93-6022772,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201440129349300004
2024-05-31,2023-06-01,41-0693962,990,2023,21181350,851960,,29561960,908969,,1782267,803282116,4328419,88409806,28688642,16121196,2684632,848525871,https://projects.propublica.org/nonprofits/download-xml?object_id=202540929349300944
2023-05-31,2022-06-01,41-0693962,990,2022,13560690,1035010,,3161306,819470,,2912872,833933066,5849898,5827665,28192080,11509875,2626558,803282116,https://projects.propublica.org/nonprofits/download-xml?object_id=202431069349300843
2022-05-31,2021-06-01,41-0693962,990,2021,14985198,452001,,56844166,1138845,,5561324,835859602,8476734,30207174,27823942,9908117,2878385,833933066,https://projects.propublica.org/nonprofits/download-xml?object_id=202321039349301707
2021-05-31,2020-06-01,41-0693962,990,2020,13393193,763067,,30891748,1213043,,5067253,662808250,9707515,203205017,27625121,9521937,2714122,835859602,https://projects.propublica.org/nonprofits/download-xml?object_id=202230819349301178
2020-05-31,2019-06-01,41-0693962,990,2019,14900472,566440,,33803723,1346549,,1193776,720259371,7729845,-25769036,27090716,9455831,2865383,662808250,https://projects.propublica.org/nonprofits/download-xml?object_id=202130899349300208
2019-05-31,2018-06-01,41-0693962,990,2018,13920842,611922,,26223575,1400000,,1647042,739830889,2641257,16742924,26947226,9079530,2928943,720259371,https://projects.propublica.org/nonprofits/download-xml?object_id=202030659349301513
2018-05-31,2017-06-01,41-0693962,990,2017,17532142,617357,,27051615,1379141,,1936252,718862444,2798791,56768663,26780765,8482065,3336179,739830889,https://projects.propublica.org/nonprofits/download-xml?object_id=201911029349300326
2017-05-31,2016-06-01,41-0693962,990,2016,14685805,546901,,20610907,1630202,,1984546,672136042,3869438,79896254,25622732,8767053,2649505,718862444,https://projects.propublica.org/nonprofits/download-xml?object_id=201831039349300918
2016-05-31,2015-06-01,41-0693962,990,2015,12263809,382420,,17900348,1700581,,1819480,745390030,2687876,-40236546,25471506,7529124,2704688,672136042,https://projects.propublica.org/nonprofits/download-xml?object_id=201720959349300207
2015-05-31,2014-06-01,41-0693962,990,2014,13226602,306567,,43262095,1584703,,1695179,718442436,3062773,57310275,23355045,7739277,2331132,745390030,https://projects.propublica.org/nonprofits/download-xml?object_id=201610159349301806
2014-05-31,2013-06-01,41-0693962,990,2013,16964236,244940,,27301965,1548860,,1880264,663324373,3277124,83608954,21861979,7433195,2472841,718442436,https://projects.propublica.org/nonprofits/download-xml?object_id=201530219349300608
,,41-0693962,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201410139349301821
2023-06-30,2022-07-01,31-0536715,990,2022,29062101,897712,628157,10063185,4377340,0,1854793,770021738,10362067,60506020,20231093,15497035,,805161697,https://projects.propublica.org/nonprofits/download-xml?object_id=202421319349303962
2022-06-30,2021-07-01,31-0536715,990,2021,28310521,842770,341595,46178704,6040362,0,18792712,804391940,16169921,-27527152,7175444,15837527,,770021738,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349301435
2021-06-30,2020-07-01,31-0536715,990,2020,20528649,844675,2342715,38994388,5558446,0,16699169,608637648,11593241,206577691,6724992,15691648,,804391940,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349303948
2020-06-30,2019-07-01,31-0536715,990,2019,22184399,658579,550325,2841249,2445770,0,4361362,603106570,9332668,15521410,11090254,8232746,,608637648,https://projects.propublica.org/nonprofits/download-xml?object_id=202141319349301709
2019-06-30,2018-07-01,31-0536715,990,2018,22782822,772043,533366,15786415,2839764,0,1728787,567311811,20793640,35295378,9233888,11060371,,603106570,https://projects.propublica.org/nonprofits/download-xml?object_id=202001359349304415
2018-06-30,2017-07-01,31-0536715,990,2017,24383272,366983,1606299,23481372,2703725,0,1606058,524186112,27416349,35713874,9182077,10822447,,567311811,https://projects.propublica.org/nonprofits/download-xml?object_id=201901349349305585
2017-06-30,2016-07-01,31-0536715,990,2016,12991976,514982,591725,22760761,2520773,0,1566882,473122308,9431979,61065306,8900534,10532947,,524186112,https://projects.propublica.org/nonprofits/download-xml?object_id=201831269349300303
2016-06-30,2015-07-01,31-0536715,990,2015,11771965,468669,739863,-2533663,2475920,0,1811662,500406035,3431505,-14249489,7623639,8842104,,473122308,https://projects.propublica.org/nonprofits/download-xml?object_id=201721309349302567
2015-06-30,2014-07-01,31-0536715,990,2014,11253559,431950,629402,33304145,2413809,0,1646508,518164398,5603237,-7843747,7091659,8426194,,500406035,https://projects.propublica.org/nonprofits/download-xml?object_id=201611179349300316
2014-06-30,2013-07-01,31-0536715,990,2013,14195812,0,0,49038951,1758136,0,1606760,450612059,15633153,66124320,6818464,7386670,,518164398,https://projects.propublica.org/nonprofits/download-xml?object_id=201521219349300202
,,31-0536715,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401329349302145
2023-06-30,2022-07-01,36-2174823,990,2022,35942289,7139862,,6308492,3109025,63447,15884885,773779044,3355506,74688152,6572554,25224803,315068,819710277,https://projects.propublica.org/nonprofits/download-xml?object_id=202441349349305684
2022-06-30,2021-07-01,36-2174823,990,2021,40744413,7803337,,56641626,3555384,37828,80118576,827541342,16768707,-45680678,5477128,19083012,290187,773779044,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349301600
2021-06-30,2020-07-01,36-2174823,990,2020,29159866,8521356,,101808978,3883418,1521947,28120785,616333138,10942228,222254047,4245836,17554870,187365,827541342,https://projects.propublica.org/nonprofits/download-xml?object_id=202201339349306650
2020-06-30,2019-07-01,36-2174823,990,2019,54082614,13677616,,-5025675,4380799,180489,74504989,641949379,12566265,7070623,3291346,17847679,228104,640219138,https://projects.propublica.org/nonprofits/download-xml?object_id=202131359349302593
2019-06-30,2018-07-01,36-2174823,990,2018,52750474,-7847347,,3617787,3067287,255294,809247,627321096,8504428,26649312,3139853,17026192,359412,641949379,https://projects.propublica.org/nonprofits/download-xml?object_id=202001979349303330
2018-06-30,2017-07-01,36-2174823,990,2017,79834090,-6219101,,34718807,4259109,182207,2281615,588315306,6957150,51532395,2968721,16097830,417204,627321096,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349306924
2017-06-30,2016-07-01,36-2174823,990,2016,22049179,-3330131,,48634645,4073966,280533,3309241,505278670,4226027,97185668,2684169,15222879,468011,588315306,https://projects.propublica.org/nonprofits/download-xml?object_id=201801349349301940
2016-06-30,2015-07-01,36-2174823,990,2015,19651920,-2865960,,3405837,3448241,62359,10726067,521164012,4047128,-2040476,2629194,14807856,454944,505278670,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349306600
2015-06-30,2014-07-01,36-2174823,990,2014,65634090,-2541311,289041,2494001,3779735,112537,50987117,521793095,4864889,11650065,1830428,14809823,503786,521164012,https://projects.propublica.org/nonprofits/download-xml?object_id=201621379349302182
2014-06-30,2013-07-01,36-2174823,990,2013,61994557,-2430584,5929805,32429538,3079322,2906787,55204151,475694471,6566825,56203563,1782744,14424023,464997,521793095,https://projects.propublica.org/nonprofits/download-xml?object_id=201531349349307398
,,36-2174823,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421349349304132
2024-06-30,2023-07-01,13-5596846,990,2023,37835049,,,27576658,4543210,,27177857,620533426,12521579,83305876,,88086074,,628274807,https://projects.propublica.org/nonprofits/download-xml?object_id=202500809349300440
2023-06-30,2022-07-01,13-5596846,990,2022,35255542,,,34094301,4122055,,27654905,649468842,5340959,66668435,,100944810,,620533426,https://projects.propublica.org/nonprofits/download-xml?object_id=202430819349301423
2022-06-30,2021-07-01,13-5596846,990,2021,31701965,,,-63191078,3503911,,26230509,892296100,4639164,-137066461,,110399961,,649468842,https://projects.propublica.org/nonprofits/download-xml?object_id=202321289349304272
2021-06-30,2020-07-01,13-5596846,990,2020,34026080,,,-4775926,4405029,,25969698,609015813,12809494,296974285,,26503492,,892296100,https://projects.propublica.org/nonprofits/download-xml?object_id=202230389349300213
2020-06-30,2019-07-01,13-5596846,990,2019,36745324,,,-10586263,2800819,,16401511,603143058,39005725,7408515,,40541485,,609015813,https://projects.propublica.org/nonprofits/download-xml?object_id=202100439349300605
2019-06-30,2018-07-01,13-5596846,990,2018,41215935,,,13836011,3950058,,14878717,563391688,37944876,26497343,,24690849,,603143058,https://projects.propublica.org/nonprofits/download-xml?object_id=202030449349301313
2018-06-30,2017-07-01,13-5596846,990,2017,28001004,,,24295346,3435152,,13665832,522508509,66101763,48139084,,73357668,,563391688,https://projects.propublica.org/nonprofits/download-xml?object_id=201910429349300411
2017-06-30,2016-07-01,13-5596846,990,2016,24878906,,,21379021,3031382,,12210141,447372649,62053491,60697979,,47615610,,522508509,https://projects.propublica.org/nonprofits/download-xml?object_id=201800449349301485
2016-06-30,2015-07-01,13-5596846,990,2015,14652617,,,14410458,1767652,,13292847,462118473,22990704,-11558909,,26177619,,447372649,https://projects.propublica.org/nonprofits/download-xml?object_id=201730449349301208
