ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
94-1156617,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201710459349303916,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,854807356,18595446,-20486553,12369915,19121119,4582948,816842267
94-1156617,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201600439349303290,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,845514732,13775787,30217472,11547849,16139942,7012843,854807356
94-1156617,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201510479349301421,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,741094242,5660595,131426015,10912590,16290781,5462749,845514732
04-6013152,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202431369349310888,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,739368047,88925731,101330356,22331644,-56581,30,907349041
04-6013152,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349308972,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,752775857,137043285,-142114096,18877050,141660,-10681711,739368047
04-6013152,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241369349310084,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,552052478,19576038,195834717,18981733,139918,-4434275,752775857
04-6013152,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121349349304852,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,533837450,19925437,12198932,15995820,139656,-2226135,552052478
04-6013152,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001369349300515,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,503365416,18957583,27365478,16083108,192248,-424329,533837450
04-6013152,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901219349301235,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,462630321,28109753,28122699,15915791,157366,-575800,503365416
04-6013152,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831179349300928,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,397974357,30567089,45686854,14781324,577083,-3760428,462630321
04-6013152,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201720889349300817,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,406925325,22286208,-19200705,12934014,54889,-952432,397974357
04-6013152,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201600909349300815,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,397944973,22965041,-3157056,11918160,82863,-1173390,406925325
04-6013152,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201520719349300912,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,340240491,23633160,43278294,10495222,489746,-1777996,397944973
74-1613878,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421349349308542,2023-06-30,2022-07-01,990,27759407,2147477,21094081,61244925,9193130,null,577167833,1467200049,13257031,92631538,null,106692199,null,1466396419
74-1613878,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349308855,2022-06-30,2021-07-01,990,22694459,2281671,16318037,115266801,9978642,null,580218286,1667661715,10501757,-149644140,null,61319283,null,1467200049
74-1613878,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349313793,2021-06-30,2020-07-01,990,20621441,1854012,24029065,133947574,8898917,0,499339312,1201055989,8765417,507625944,null,49785635,null,1667661715
74-1613878,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121379349305047,2020-06-30,2019-07-01,990,15251502,1569866,64179582,36822682,8394231,0,452124800,1310816804,5611377,-58579941,null,56792251,null,1201055989
74-1613878,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202021549349301942,2019-06-30,2018-07-01,990,24867744,1505649,12586991,74843575,7132128,0,412388287,1272275263,16997582,67217464,null,55485153,null,1301005156
74-1613878,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901359349313760,2018-06-30,2017-07-01,990,31828958,1447140,13440923,68182097,7359815,0,398324081,1166582811,52205128,107502914,null,54015590,null,1272275263
74-1613878,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831359349306623,2017-06-30,2016-07-01,990,47145251,1440662,14566300,23959553,9182493,0,377381104,1066180950,18260389,132405046,null,50263574,null,1166582811
74-1613878,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741329349304499,2016-06-30,2015-07-01,990,33312674,-101782,32133113,41965769,4182736,0,523876487,1095831477,22332192,-3684445,null,48298274,null,1066180950
74-1613878,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201612109349300936,2015-06-30,2014-07-01,990,31130315,47258,14809371,245034804,4415453,0,489982341,1023766712,86777375,29941058,null,44653668,null,1095831477
74-1613878,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501359349302695,2014-06-30,2013-07-01,990,26975391,120244,10665472,85360659,9277083,0,495754735,875466075,25747141,162148229,null,39594733,null,1023766712
56-0529961,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421369349302337,2023-06-30,2022-07-01,990,54408418,0,0,-18925126,2100835,4573,2546239,1316039706,38918911,19730627,24689128,23798500,3984578,1322217038
56-0529961,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301359349305830,2022-06-30,2021-07-01,990,47549885,0,0,100820854,1901161,8315,10536024,1341387143,41186042,-20209240,22585306,21837772,1901161,1316039706
56-0529961,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201339349303695,2021-06-30,2020-07-01,990,43292159,0,0,-3102730,1621329,1886,4477248,905857946,48882885,429105163,21018148,19819370,1621329,1341387147
56-0529961,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202141379349306069,2020-06-30,2019-07-01,990,41030122,0,0,16548988,1501946,0,2871593,881465072,26257285,37733806,19333165,18763106,1501946,905857946
56-0529961,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011979349303746,2019-06-30,2018-07-01,990,38501576,0,0,16806255,1504088,0,2262123,821775593,31012312,65636119,17934267,17520597,1504088,881465072
56-0529961,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349303354,2018-06-30,2017-07-01,990,36051818,0,0,11630969,1351011,0,4075185,730398730,34002584,92286897,16947834,16613773,1351011,821775593
56-0529961,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801349349306260,2017-06-30,2016-07-01,990,33788460,0,0,29657415,1006322,0,4048319,661926140,21591212,79193906,15935849,15370357,1006322,730398730
56-0529961,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349311660,2016-06-30,2015-07-01,990,31706861,0,0,26195155,3332801,0,3253207,682640713,16779364,-4788557,14897019,14475560,3332801,661926140
56-0529961,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641339349305939,2015-06-30,2014-07-01,990,29670306,0,0,32769587,1673118,0,4080142,649341795,14679361,47795566,13548654,13954237,1673118,682640713
56-0529961,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201501359349303300,2014-06-30,2013-07-01,990,27811924,0,0,26063300,1286189,0,8282451,564626876,9791039,101717807,12323175,13184563,1286189,649341795
16-0743140,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421149349301002,2023-06-30,2022-07-01,990,28582592,-547133,21724,22372660,165541,30581,165856848,1256780851,15674119,61179194,11104714,40013450,0,1282516000
16-0743140,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202340949349300644,2022-06-30,2021-07-01,990,20331652,-451949,502941,87355225,134926,53311,181600094,1302872685,17697847,-21210360,10062546,32516775,0,1256780851
16-0743140,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202240919349300009,2021-06-30,2020-07-01,990,13011302,-395338,410898,48465990,143670,159735,151293013,954031784,18330753,368607253,9433384,28663721,0,1302872685
16-0743140,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202130989349301508,2020-06-30,2019-07-01,990,17342304,-388994,258750,30895527,203050,28453,136212344,957232492,10038241,26304222,9142719,30400452,0,954031784
16-0743140,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202000699349300920,2019-06-30,2018-07-01,990,18120601,-129192,232331,27659425,191589,29318,136662034,938162179,11604688,42696485,8498740,26732120,0,957232492
16-0743140,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931209349301243,2018-06-30,2017-07-01,990,16723565,3785,327780,39822616,168306,30743,112970173,847211461,42513404,82689101,7919050,26332737,0,938162179
16-0743140,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811209349301566,2017-06-30,2016-07-01,990,13539935,-75721,303366,6344521,288770,36546,110637084,750894725,16532778,108843391,7395557,21663876,0,847211461
16-0743140,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741289349300914,2016-06-30,2015-07-01,990,13261643,-10889,272794,24704160,376968,48919,107124312,761936337,20576277,-1429899,7277918,22910072,null,750894725
16-0743140,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641329349303199,2015-06-30,2014-07-01,990,15840285,29792,368046,22723561,272040,42372,100705864,753950862,16583606,17755661,6830883,19522909,0,761936337
16-0743140,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541339349304279,2014-06-30,2013-07-01,990,12278562,49848,305847,37877821,175752,37138,92087697,669331907,7171686,105705608,6605396,21652943,null,753950862
58-0566133,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401359349304085,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,305658000,9509000,46984000,7128000,10037000,0,344986000
58-0566133,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202321359349304652,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,341959000,9611000,-30397000,6096000,9419000,0,305658000
58-0566133,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211339349304311,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,268423000,5087000,82538000,5487000,8602000,0,341959000
58-0566133,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131349349301943,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,267974000,1870000,11488000,5174000,7735000,0,268423000
58-0566133,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202031369349303093,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,266364000,2664000,13661000,4941000,9774000,0,267974000
58-0566133,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349300642,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,249162000,1782000,28368000,4594000,8354000,0,266364000
58-0566133,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811349349302426,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,222675000,1736000,39542000,4464000,10327000,0,249162000
58-0566133,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201741359349305979,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,239794000,1374000,-2822000,4405000,11266000,0,222675000
58-0566133,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201601339349304195,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,237328000,1911000,14838000,4184000,10099000,0,239794000
